"Ensembl_gene_identifier","GENEID"
"ENSG00000172732","MUS81"
"ENSG00000172733","PURG"
"ENSG00000172738","TMEM217"
"ENSG00000172742","OR4D9"
"ENSG00000172748","ZNF596"
"ENSG00000172752","COL6A5"
"ENSG00000172757","CFL1"
"ENSG00000172765","TMCC1"
"ENSG00000172766","NAA16"
"ENSG00000172769","OR5B3"
"ENSG00000172771","EFCAB12"
"ENSG00000172772","OR10W1"
"ENSG00000172775","PSME3IP1"
"ENSG00000172780","RAB43"
"ENSG00000172782","FADS6"
"ENSG00000172785","CBWD1"
"ENSG00000172789","HOXC5"
"ENSG00000172794","RAB37"
"ENSG00000172794",NA
"ENSG00000172795","DCP2"
"ENSG00000172803","SNX32"
"ENSG00000172809","RPL38"
"ENSG00000172817","CYP7B1"
"ENSG00000172818","OVOL1"
"ENSG00000172819","RARG"
"ENSG00000172824","CES4A"
"ENSG00000172828","CES3"
"ENSG00000172830","SSH3"
"ENSG00000172831","CES2"
"ENSG00000172840","PDP2"
"ENSG00000172845","SP3"
"ENSG00000172867","KRT2"
"ENSG00000172869","DMXL1"
"ENSG00000172878","METAP1D"
"ENSG00000172888","ZNF621"
"ENSG00000172889","EGFL7"
"ENSG00000172890","NADSYN1"
"ENSG00000172893","DHCR7"
"ENSG00000172900","ACTE1P"
"ENSG00000172901","LVRN"
"ENSG00000172915","NBEA"
"ENSG00000172922","RNASEH2C"
"ENSG00000172927","MYEOV"
"ENSG00000172932","ANKRD13D"
"ENSG00000172935","MRGPRF"
"ENSG00000172936","MYD88"
"ENSG00000172938","MRGPRD"
"ENSG00000172939","OXSR1"
"ENSG00000172940","SLC22A13"
"ENSG00000172943","PHF8"
"ENSG00000172954","LCLAT1"
"ENSG00000172955","ADH6"
"ENSG00000172965","MIR4435-2HG"
"ENSG00000172967","XKR3"
"ENSG00000172969","FRG2C"
"ENSG00000172977","KAT5"
"ENSG00000172985","SH3RF3"
"ENSG00000172986","GXYLT2"
"ENSG00000172987","HPSE2"
"ENSG00000172992","DCAKD"
"ENSG00000172995","ARPP21"
"ENSG00000173011","TADA2B"
"ENSG00000173013","CCDC96"
"ENSG00000173020","GRK2"
"ENSG00000173039","RELA"
"ENSG00000173040","EVC2"
"ENSG00000173041","ZNF680"
"ENSG00000173064","HECTD4"
"ENSG00000173065","FAM222B"
"ENSG00000173068","BNC2"
"ENSG00000173077","DELEC1"
"ENSG00000173080","RXFP4"
"ENSG00000173083","HPSE"
"ENSG00000173085","COQ2"
"ENSG00000173093","CCDC63"
"ENSG00000173110","HSPA6"
"ENSG00000173113","TRMT112"
"ENSG00000173114","LRRN3"
"ENSG00000173120","KDM2A"
"ENSG00000173124","ACSM6"
"ENSG00000173137","ADCK5"
"ENSG00000173141","MRPL57"
"ENSG00000173145","NOC3L"
"ENSG00000173153","ESRRA"
"ENSG00000173156","RHOD"
"ENSG00000173157","ADAMTS20"
"ENSG00000173163","COMMD1"
"ENSG00000173166","RAPH1"
"ENSG00000173171","MTX1"
"ENSG00000173175","ADCY5"
"ENSG00000173193","PARP14"
"ENSG00000173198","CYSLTR1"
"ENSG00000173200","PARP15"
"ENSG00000173207","CKS1B"
"ENSG00000173208","ABCD2"
"ENSG00000173209","AHSA2P"
"ENSG00000173210","ABLIM3"
"ENSG00000173212","MAB21L3"
"ENSG00000173213","TUBB8B"
"ENSG00000173214","MFSD4B"
"ENSG00000173218","VANGL1"
"ENSG00000173221","GLRX"
"ENSG00000173226","IQCB1"
"ENSG00000173227","SYT12"
"ENSG00000173230","GOLGB1"
"ENSG00000173237","C11orf86"
"ENSG00000173239","LIPM"
"ENSG00000173250","GPR151"
"ENSG00000173253","DMRT2"
"ENSG00000173258","ZNF483"
"ENSG00000173261","PLAC8L1"
"ENSG00000173262","SLC2A14"
"ENSG00000173264","GPR137"
"ENSG00000173267","SNCG"
"ENSG00000173269","MMRN2"
"ENSG00000173272","MZT2A"
"ENSG00000173273","TNKS"
"ENSG00000173275","ZNF449"
"ENSG00000173276","ZBTB21"
"ENSG00000173281","PPP1R3B"
"ENSG00000173285","OR10K1"
"ENSG00000173302","GPR148"
"ENSG00000173320","STOX2"
"ENSG00000173327","MAP3K11"
"ENSG00000173334","TRIB1"
"ENSG00000173335","CST9"
"ENSG00000173338","KCNK7"
"ENSG00000173349","SFT2D3"
"ENSG00000173357",NA
"ENSG00000173369","C1QB"
"ENSG00000173372","C1QA"
"ENSG00000173376","NDNF"
"ENSG00000173389","IQCF1"
"ENSG00000173391","OLR1"
"ENSG00000173401","GLIPR1L1"
"ENSG00000173402","DAG1"
"ENSG00000173404","INSM1"
"ENSG00000173406","DAB1"
"ENSG00000173409","ARV1"
"ENSG00000173418","NAA20"
"ENSG00000173421","IHO1"
"ENSG00000173431","RNASE8"
"ENSG00000173432","SAA1"
"ENSG00000173436","MICOS10"
"ENSG00000173442","EHBP1L1"
"ENSG00000173451","THAP2"
"ENSG00000173452","TMEM196"
"ENSG00000173456","RNF26"
"ENSG00000173457","PPP1R14B"
"ENSG00000173464","RNASE11"
"ENSG00000173465","ZNRD2"
"ENSG00000173467","AGR3"
"ENSG00000173473","SMARCC1"
"ENSG00000173480","ZNF417"
"ENSG00000173482","PTPRM"
"ENSG00000173486","FKBP2"
"ENSG00000173511","VEGFB"
"ENSG00000173517","PEAK1"
"ENSG00000173530","TNFRSF10D"
"ENSG00000173531","MST1"
"ENSG00000173535","TNFRSF10C"
"ENSG00000173540","GMPPB"
"ENSG00000173542","MOB1B"
"ENSG00000173545","ZNF622"
"ENSG00000173546","CSPG4"
"ENSG00000173548","SNX33"
"ENSG00000173557","FAM166C"
"ENSG00000173559","NABP1"
"ENSG00000173567","ADGRF3"
"ENSG00000173572","NLRP13"
"ENSG00000173575","CHD2"
"ENSG00000173578","XCR1"
"ENSG00000173581","CCDC106"
"ENSG00000173585","CCR9"
"ENSG00000173588","CEP83"
"ENSG00000173597","SULT1B1"
"ENSG00000173598","NUDT4"
"ENSG00000173599","PC"
"ENSG00000173610","UGT2A1"
"ENSG00000173611","SCAI"
"ENSG00000173612","GPRC6A"
"ENSG00000173614","NMNAT1"
"ENSG00000173621","LRFN4"
"ENSG00000173626","TRAPPC3L"
"ENSG00000173627","APOBEC4"
"ENSG00000173638","SLC19A1"
"ENSG00000173641","HSPB7"
"ENSG00000173653","RCE1"
"ENSG00000173660","UQCRH"
"ENSG00000173662","TAS1R1"
"ENSG00000173673","HES3"
"ENSG00000173674","EIF1AX"
"ENSG00000173678","SPDYE2B"
"ENSG00000173679","OR1L1"
"ENSG00000173681","BCLAF3"
"ENSG00000173692","PSMD1"
"ENSG00000173698","ADGRG2"
"ENSG00000173699","SPATA3"
"ENSG00000173702","MUC13"
"ENSG00000173705","SUSD5"
"ENSG00000173706","HEG1"
"ENSG00000173714","WFIKKN2"
"ENSG00000173715","C11orf80"
"ENSG00000173726","TOMM20"
"ENSG00000173728","C1orf100"
"ENSG00000173744","AGFG1"
"ENSG00000173757","STAT5B"
"ENSG00000173762","CD7"
"ENSG00000173769","TOPAZ1"
"ENSG00000173786","CNP"
"ENSG00000173801","JUP"
"ENSG00000173805","HAP1"
"ENSG00000173809","TDRD12"
"ENSG00000173811","CCDC13-AS1"
"ENSG00000173812","EIF1"
"ENSG00000173818","ENDOV"
"ENSG00000173821","RNF213"
"ENSG00000173825","TIGD3"
"ENSG00000173826","KCNH6"
"ENSG00000173838","MARCHF10"
"ENSG00000173846","PLK3"
"ENSG00000173848","NET1"
"ENSG00000173852","DPY19L1"
"ENSG00000173862","FLJ20712"
"ENSG00000173868","PHOSPHO1"
"ENSG00000173875","ZNF791"
"ENSG00000173889","PHC3"
"ENSG00000173890","GPR160"
"ENSG00000173894","CBX2"
"ENSG00000173898","SPTBN2"
"ENSG00000173905","GOLIM4"
"ENSG00000173908","KRT28"
"ENSG00000173914","RBM4B"
"ENSG00000173915","ATP5MK"
"ENSG00000173917","HOXB2"
"ENSG00000173918","C1QTNF1"
"ENSG00000173926","MARCHF3"
"ENSG00000173928","SWSAP1"
"ENSG00000173930","SLCO4C1"
"ENSG00000173933","RBM4"
"ENSG00000173947","PIFO"
"ENSG00000173950","XXYLT1"
"ENSG00000173960","UBXN2A"
"ENSG00000173966",NA
"ENSG00000173976","RAX2"
"ENSG00000173988","LRRC63"
"ENSG00000173991","TCAP"
"ENSG00000173992","CCS"
"ENSG00000174004","NRROS"
"ENSG00000174007","CEP19"
"ENSG00000174010","KLHL15"
"ENSG00000174013","FBXO45"
"ENSG00000174015","CBY2"
"ENSG00000174016","TENT5D"
"ENSG00000174021","GNG5"
"ENSG00000174032","SLC25A30"
"ENSG00000174038","C9orf131"
"ENSG00000174059","CD34"
"ENSG00000174080","CTSF"
"ENSG00000174099","MSRB3"
"ENSG00000174106","LEMD3"
"ENSG00000174109","C16orf91"
"ENSG00000174123","TLR10"
"ENSG00000174125","TLR1"
"ENSG00000174130","TLR6"
"ENSG00000174132","FAM174A"
"ENSG00000174136","RGMB"
"ENSG00000174137","FAM53A"
"ENSG00000174145","NWD2"
"ENSG00000174151","CYB561D1"
"ENSG00000174156","GSTA3"
"ENSG00000174165","ZDHHC24"
"ENSG00000174171","LOC105370792"
"ENSG00000174173","TRMT10C"
"ENSG00000174175","SELP"
"ENSG00000174177","CTU2"
"ENSG00000174197","MGA"
"ENSG00000174206","KICS2"
"ENSG00000174225","ARL13A"
"ENSG00000174226","SNX31"
"ENSG00000174227","PIGG"
"ENSG00000174231","PRPF8"
"ENSG00000174233","ADCY6"
"ENSG00000174233",NA
"ENSG00000174236","REP15"
"ENSG00000174238","PITPNA"
"ENSG00000174243","DDX23"
"ENSG00000174255","ZNF80"
"ENSG00000174276","ZNHIT2"
"ENSG00000174279","EVX2"
"ENSG00000174282","ZBTB4"
"ENSG00000174292","TNK1"
"ENSG00000174306","ZHX3"
"ENSG00000174307","PHLDA3"
"ENSG00000174326","SLC16A11"
"ENSG00000174327","SLC16A13"
"ENSG00000174332","GLIS1"
"ENSG00000174339","OR2Y1"
"ENSG00000174343","CHRNA9"
"ENSG00000174348","PODN"
"ENSG00000174358","SLC6A19"
"ENSG00000174365","SNHG11"
"ENSG00000174370","KCNJ5-AS1"
"ENSG00000174371","EXO1"
"ENSG00000174373","RALGAPA1"
"ENSG00000174405","LIG4"
"ENSG00000174407","MIR1-1HG"
"ENSG00000174417","TRHR"
"ENSG00000174418",NA
"ENSG00000174428","GTF2IRD2B"
"ENSG00000174429","ABRA"
"ENSG00000174437","ATP2A2"
"ENSG00000174442","ZWILCH"
"ENSG00000174444","RPL4"
"ENSG00000174446","SNAPC5"
"ENSG00000174448","STARD6"
"ENSG00000174450","GOLGA6L2"
"ENSG00000174453","VWC2L"
"ENSG00000174456","C12orf76"
"ENSG00000174460","ZCCHC12"
"ENSG00000174469","CNTNAP2"
"ENSG00000174473","GALNTL6"
"ENSG00000174482","LINGO2"
"ENSG00000174483","BBS1"
"ENSG00000174485","DENND4A"
"ENSG00000174498","IGDCC3"
"ENSG00000174500","GCSAM"
"ENSG00000174501","ANKRD36C"
"ENSG00000174502","SLC26A9"
"ENSG00000174514","MFSD4A"
"ENSG00000174516","PELI3"
"ENSG00000174521","TTC9B"
"ENSG00000174527","MYO1H"
"ENSG00000174529","TMEM81"
"ENSG00000174547","MRPL11"
"ENSG00000174562","KLK15"
"ENSG00000174564","IL20RB"
"ENSG00000174567","GOLT1A"
"ENSG00000174572",NA
"ENSG00000174574","AKIRIN1"
"ENSG00000174576","NPAS4"
"ENSG00000174579","MSL2"
"ENSG00000174586","ZNF497"
"ENSG00000174599","TRAM1L1"
"ENSG00000174600","CMKLR1"
"ENSG00000174606","ANGEL2"
"ENSG00000174607","UGT8"
"ENSG00000174611","KY"
"ENSG00000174628","IQCK"
"ENSG00000174640","SLCO2A1"
"ENSG00000174652","ZNF266"
"ENSG00000174667","OR7D4"
"ENSG00000174669","SLC29A2"
"ENSG00000174672","BRSK2"
"ENSG00000174677",NA
"ENSG00000174684","B4GAT1"
"ENSG00000174695","TMEM167A"
"ENSG00000174697","LEP"
"ENSG00000174705","SH3PXD2B"
"ENSG00000174718","RESF1"
"ENSG00000174720","LARP7"
"ENSG00000174721","FGFBP3"
"ENSG00000174738","NR1D2"
"ENSG00000174740","PABPC5"
"ENSG00000174744","BRMS1"
"ENSG00000174748","RPL15"
"ENSG00000174749","FAM241A"
"ENSG00000174775","HRAS"
"ENSG00000174776","WDR49"
"ENSG00000174780","SRP72"
"ENSG00000174788","PCP2"
"ENSG00000174791","RIN1"
"ENSG00000174792","ODAPH"
"ENSG00000174796","THAP6"
"ENSG00000174799","CEP135"
"ENSG00000174804","FZD4"
"ENSG00000174807","CD248"
"ENSG00000174808","BTC"
"ENSG00000174827","PDZK1"
"ENSG00000174837","ADGRE1"
"ENSG00000174839","DENND6A"
"ENSG00000174840","PDE12"
"ENSG00000174842","GLMN"
"ENSG00000174844","DNAH12"
"ENSG00000174851","YIF1A"
"ENSG00000174871","CNIH2"
"ENSG00000174876","AMY1B"
"ENSG00000174885","NLRP6"
"ENSG00000174886","NDUFA11"
"ENSG00000174891","RSRC1"
"ENSG00000174898","CATSPERD"
"ENSG00000174899","SLC66A1L"
"ENSG00000174903","RAB1B"
"ENSG00000174914","OR9G1"
"ENSG00000174915","PTDSS2"
"ENSG00000174917","MICOS13"
"ENSG00000174928","C3orf33"
"ENSG00000174937","OR5M3"
"ENSG00000174938","SEZ6L2"
"ENSG00000174939","ASPHD1"
"ENSG00000174943","KCTD13"
"ENSG00000174944","P2RY14"
"ENSG00000174945","AMZ1"
"ENSG00000174946","GPR171"
"ENSG00000174948","GPR149"
"ENSG00000174950","CD164L2"
"ENSG00000174951","FUT1"
"ENSG00000174953","DHX36"
"ENSG00000174957","OR5J2"
"ENSG00000174963","ZIC4"
"ENSG00000174970","OR10AG1"
"ENSG00000174982","OR4S2"
"ENSG00000174989","FBXW8"
"ENSG00000174990","CA5A"
"ENSG00000174992","ZG16"
"ENSG00000174996","KLC2"
"ENSG00000175003","SLC22A1"
"ENSG00000175018","TEX36"
"ENSG00000175029","CTBP2"
"ENSG00000175040","CHST2"
"ENSG00000175048","ZDHHC14"
"ENSG00000175054","ATR"
"ENSG00000175061","SNHG29"
"ENSG00000175063","UBE2C"
"ENSG00000175065","DSG4"
"ENSG00000175066","GK5"
"ENSG00000175073","VCPIP1"
"ENSG00000175077","RTP1"
"ENSG00000175084","DES"
"ENSG00000175087","PDIK1L"
"ENSG00000175093","SPSB4"
"ENSG00000175097","RAG2"
"ENSG00000175104","TRAF6"
"ENSG00000175105","ZNF654"
"ENSG00000175106","TVP23C"
"ENSG00000175110","MRPS22"
"ENSG00000175115","PACS1"
"ENSG00000175121","WFDC5"
"ENSG00000175130","MARCKSL1"
"ENSG00000175137","SH3BP5L"
"ENSG00000175143","OR2T1"
"ENSG00000175147","TMEM51-AS1"
"ENSG00000175155","YPEL2"
"ENSG00000175161","CADM2"
"ENSG00000175164","ABO"
"ENSG00000175166","PSMD2"
"ENSG00000175175","PPM1E"
"ENSG00000175182","FAM131A"
"ENSG00000175183","CSRP2"
"ENSG00000175189","INHBC"
"ENSG00000175193","PARL"
"ENSG00000175197","DDIT3"
"ENSG00000175198","PCCA"
"ENSG00000175202","HIGD2B"
"ENSG00000175203","DCTN2"
"ENSG00000175206","NPPA"
"ENSG00000175213","ZNF408"
"ENSG00000175215","CTDSP2"
"ENSG00000175216","CKAP5"
"ENSG00000175220","ARHGAP1"
"ENSG00000175221","MED16"
"ENSG00000175224","ATG13"
"ENSG00000175229","GAL3ST3"
"ENSG00000175262","C1orf127"
"ENSG00000175264","CHST1"
"ENSG00000175265","GOLGA8A"
"ENSG00000175267","VWA3A"
"ENSG00000175274","TP53I11"
"ENSG00000175279","CENPS"
"ENSG00000175283","DOLK"
"ENSG00000175287","PHYHD1"
"ENSG00000175294","CATSPER1"
"ENSG00000175302",NA
"ENSG00000175305","CCNE2"
"ENSG00000175309","PHYKPL"
"ENSG00000175311","ANKS4B"
"ENSG00000175315","CST6"
"ENSG00000175318","GRAMD2A"
"ENSG00000175322","ZNF519"
"ENSG00000175324","LSM1"
"ENSG00000175325","PROP1"
"ENSG00000175329","ISX"
"ENSG00000175334","BANF1"
"ENSG00000175336","APOF"
"ENSG00000175344","CHRNA7"
"ENSG00000175348","TMEM9B"
"ENSG00000175352","NRIP3"
"ENSG00000175354","PTPN2"
"ENSG00000175356","SCUBE2"
"ENSG00000175376","EIF1AD"
"ENSG00000175387","SMAD2"
"ENSG00000175390","EIF3F"
"ENSG00000175395","ZNF25"
"ENSG00000175398","OR10P1"
"ENSG00000175414","ARL10"
"ENSG00000175416","CLTB"
"ENSG00000175426","PCSK1"
"ENSG00000175445","LPL"
"ENSG00000175449","RFESD"
"ENSG00000175455","CCDC14"
"ENSG00000175463","TBC1D10C"
"ENSG00000175467","SART1"
"ENSG00000175470","PPP2R2D"
"ENSG00000175471","MCTP1"
"ENSG00000175482","POLD4"
"ENSG00000175485","OR52W1"
"ENSG00000175489","LRRC25"
"ENSG00000175497","DPP10"
"ENSG00000175505","CLCF1"
"ENSG00000175509",NA
"ENSG00000175513","TSGA10IP"
"ENSG00000175514","GPR152"
"ENSG00000175518","UBQLNL"
"ENSG00000175520","UBQLN3"
"ENSG00000175535","PNLIP"
"ENSG00000175536","LIPT2"
"ENSG00000175538","KCNE3"
"ENSG00000175544","CABP4"
"ENSG00000175548","ALG10B"
"ENSG00000175550","DRAP1"
"ENSG00000175556","LONRF3"
"ENSG00000175564","UCP3"
"ENSG00000175567","UCP2"
"ENSG00000175573","C11orf68"
"ENSG00000175575","PAAF1"
"ENSG00000175581","MRPL48"
"ENSG00000175582","RAB6A"
"ENSG00000175591","P2RY2"
"ENSG00000175592","FOSL1"
"ENSG00000175595","ERCC4"
"ENSG00000175600","SUGCT"
"ENSG00000175602","CCDC85B"
"ENSG00000175606","TMEM70"
"ENSG00000175611","ERCC6L2-AS1"
"ENSG00000175619","OR4B1"
"ENSG00000175634","RPS6KB2"
"ENSG00000175643","RMI2"
"ENSG00000175646","PRM1"
"ENSG00000175662","TOM1L2"
"ENSG00000175664","TEX26"
"ENSG00000175691","ZNF77"
"ENSG00000175697","GPR156"
"ENSG00000175699","CCDC197"
"ENSG00000175701","MTLN"
"ENSG00000175707","KDF1"
"ENSG00000175711","B3GNTL1"
"ENSG00000175718","RBMXL3"
"ENSG00000175727","MLXIP"
"ENSG00000175728","LINC02873"
"ENSG00000175745","NR2F1"
"ENSG00000175746","LINC02915"
"ENSG00000175749",NA
"ENSG00000175756","AURKAIP1"
"ENSG00000175764","TTLL11"
"ENSG00000175766","EIF4E1B"
"ENSG00000175768","TOMM5"
"ENSG00000175773","ZBTB44-DT"
"ENSG00000175779","LINC02694"
"ENSG00000175779","LOC105370775"
"ENSG00000175782","SLC35E3"
"ENSG00000175785","PRIMA1"
"ENSG00000175787","ZNF169"
"ENSG00000175792","RUVBL1"
"ENSG00000175793","SFN"
"ENSG00000175800",NA
"ENSG00000175806","MSRA"
"ENSG00000175809","CBLL2"
"ENSG00000175820","CCDC168"
"ENSG00000175826","CTDNEP1"
"ENSG00000175832","ETV4"
"ENSG00000175854","SWI5"
"ENSG00000175857","GAPT"
"ENSG00000175866","BAIAP2"
"ENSG00000175868","CALCB"
"ENSG00000175874","CREG2"
"ENSG00000175877","TMEM270"
"ENSG00000175879","HOXD8"
"ENSG00000175886",NA
"ENSG00000175893","ZDHHC21"
"ENSG00000175894","TSPEAR"
"ENSG00000175895","PLEKHF2"
"ENSG00000175899","A2M"
"ENSG00000175906","ARL4D"
"ENSG00000175920","DOK7"
"ENSG00000175928","LRRN1"
"ENSG00000175931","UBE2O"
"ENSG00000175938","ORAI3"
"ENSG00000175946","KLHL38"
"ENSG00000175967","LINC02880"
"ENSG00000175970","UNC119B"
"ENSG00000175984","DENND2C"
"ENSG00000175985","PLEKHD1"
"ENSG00000176009","ASCL3"
"ENSG00000176014","TUBB6"
"ENSG00000176018","LYSMD3"
"ENSG00000176020","AMIGO3"
"ENSG00000176022","B3GALT6"
"ENSG00000176024","ZNF613"
"ENSG00000176029","C11orf16"
"ENSG00000176040","TMPRSS7"
"ENSG00000176046","NUPR1"
"ENSG00000176049","JAKMIP2"
"ENSG00000176054",NA
"ENSG00000176055","MBLAC2"
"ENSG00000176058","TPRN"
"ENSG00000176076","KCNE5"
"ENSG00000176083","ZNF683"
"ENSG00000176087","SLC35A4"
"ENSG00000176092","CRYBG2"
"ENSG00000176095","IP6K1"
"ENSG00000176101","SSNA1"
"ENSG00000176102","CSTF3"
"ENSG00000176105","YES1"
"ENSG00000176108","CHMP6"
"ENSG00000176124","DLEU1"
"ENSG00000176124","DLEU7-AS1"
"ENSG00000176125","UFSP1"
"ENSG00000176136","MC5R"
"ENSG00000176142","TMEM39A"
"ENSG00000176148","TCP11L1"
"ENSG00000176153","GPX2"
"ENSG00000176155","CCDC57"
"ENSG00000176160","HSF5"
"ENSG00000176165","FOXG1"
"ENSG00000176170","SPHK1"
"ENSG00000176171","BNIP3"
"ENSG00000176177","ENTHD1"
"ENSG00000176182","MYPOP"
"ENSG00000176194","CIDEA"
"ENSG00000176198","OR11H4"
"ENSG00000176200","OR4D11"
"ENSG00000176204","LRRTM4"
"ENSG00000176208","ATAD5"
"ENSG00000176209","SMIM19"
"ENSG00000176219","OR11H6"
"ENSG00000176222","ZNF404"
"ENSG00000176225","RTTN"
"ENSG00000176230","OR4K17"
"ENSG00000176231","OR10H4"
"ENSG00000176236","RPP38-DT"
"ENSG00000176239","OR51B6"
"ENSG00000176244","ACBD7"
"ENSG00000176246","OR4L1"
"ENSG00000176248","ANAPC2"
"ENSG00000176253","OR4K13"
"ENSG00000176256","HMGB4"
"ENSG00000176261","ZBTB8OS"
"ENSG00000176269","OR4F21"
"ENSG00000176273","SLC35G1"
"ENSG00000176281","OR4K5"
"ENSG00000176290","OR4K3"
"ENSG00000176293","ZNF135"
"ENSG00000176294","OR4N2"
"ENSG00000176299","OR4M1"
"ENSG00000176302","FOXR1"
"ENSG00000176312",NA
"ENSG00000176318",NA
"ENSG00000176340","COX8A"
"ENSG00000176358","TAC4"
"ENSG00000176371","ZSCAN2"
"ENSG00000176381","PRR18"
"ENSG00000176383","B3GNT4"
"ENSG00000176386","CDC26"
"ENSG00000176387","HSD11B2"
"ENSG00000176390","CRLF3"
"ENSG00000176393","RNPEP"
"ENSG00000176396","EID2"
"ENSG00000176399","DMRTA1"
"ENSG00000176401","EID2B"
"ENSG00000176402","GJC3"
"ENSG00000176406","RIMS2"
"ENSG00000176407","KCMF1"
"ENSG00000176410","DNAJC30"
"ENSG00000176422","SPRYD4"
"ENSG00000176428","VPS37D"
"ENSG00000176435","CLEC14A"
"ENSG00000176438","SYNE3"
"ENSG00000176444","CLK2"
"ENSG00000176454","LPCAT4"
"ENSG00000176463","SLCO3A1"
"ENSG00000176472","ZNF575"
"ENSG00000176473","WDR25"
"ENSG00000176476","SGF29"
"ENSG00000176485","PLAAT3"
"ENSG00000176490","DIRAS1"
"ENSG00000176495","OR5AN1"
"ENSG00000176531","PHLDB3"
"ENSG00000176532","PRR15"
"ENSG00000176533","GNG7"
"ENSG00000176540","OR4C5"
"ENSG00000176542","USF3"
"ENSG00000176547","OR4C3"
"ENSG00000176555","OR4S1"
"ENSG00000176563","CNTD1"
"ENSG00000176566","DCAF4L2"
"ENSG00000176567","OR4X1"
"ENSG00000176571","CNBD1"
"ENSG00000176584","DMBT1L1"
"ENSG00000176593","LOC100128398"
"ENSG00000176595","KBTBD11"
"ENSG00000176597","B3GNT5"
"ENSG00000176601","MAP3K19"
"ENSG00000176605","LINC02914"
"ENSG00000176619","LMNB2"
"ENSG00000176623","RMDN1"
"ENSG00000176624","MEX3C"
"ENSG00000176635","HORMAD2"
"ENSG00000176641","RNF152"
"ENSG00000176658","MYO1D"
"ENSG00000176659","LINC02910"
"ENSG00000176678","FOXL1"
"ENSG00000176679","TGIF2LY"
"ENSG00000176681","LRRC37A"
"ENSG00000176692","FOXC2"
"ENSG00000176695","OR4F17"
"ENSG00000176697","BDNF"
"ENSG00000176714","CCDC121"
"ENSG00000176715","ACSF3"
"ENSG00000176716",NA
"ENSG00000176720","BOK"
"ENSG00000176723","ZNF843"
"ENSG00000176728","TTTY14"
"ENSG00000176731","RBIS"
"ENSG00000176732","PFN4"
"ENSG00000176742","OR51V1"
"ENSG00000176746","MAGEB6"
"ENSG00000176748","OR52Z1P"
"ENSG00000176749","CDK5R1"
"ENSG00000176753","PAK6-AS1"
"ENSG00000176754","LINC00303"
"ENSG00000176769","TCERG1L"
"ENSG00000176771","NCKAP5"
"ENSG00000176774","MAGEB18"
"ENSG00000176782","DEFB104A"
"ENSG00000176783","RUFY1"
"ENSG00000176787","OR52E2"
"ENSG00000176788","BASP1"
"ENSG00000176797","DEFB103A"
"ENSG00000176798","OR51L1"
"ENSG00000176809","LRRC37A3"
"ENSG00000176834","VSIG10"
"ENSG00000176840","MIR7-3HG"
"ENSG00000176842","IRX5"
"ENSG00000176845","METRNL"
"ENSG00000176853","FAM91A1"
"ENSG00000176855",NA
"ENSG00000176871","WSB2"
"ENSG00000176884","GRIN1"
"ENSG00000176887","SOX11"
"ENSG00000176890","TYMS"
"ENSG00000176893","OR51G2"
"ENSG00000176894","PXMP2"
"ENSG00000176895","OR51A7"
"ENSG00000176896","TCEANC"
"ENSG00000176900","OR51T1"
"ENSG00000176903","PNMA1"
"ENSG00000176907","TCIM"
"ENSG00000176909","MAMSTR"
"ENSG00000176915","ANKLE2"
"ENSG00000176919","C8G"
"ENSG00000176920","FUT2"
"ENSG00000176922","OR51S1"
"ENSG00000176925","OR51F2"
"ENSG00000176927","EFCAB5"
"ENSG00000176928","GCNT4"
"ENSG00000176945","MUC20"
"ENSG00000176946","THAP4"
"ENSG00000176951",NA
"ENSG00000176953","NFATC2IP"
"ENSG00000176956","LY6H"
"ENSG00000176971","FIBIN"
"ENSG00000176973","FAM89B"
"ENSG00000176974","SHMT1"
"ENSG00000176978","DPP7"
"ENSG00000176979","TRIM60"
"ENSG00000176984","LOC107984399"
"ENSG00000176986","SEC24C"
"ENSG00000176988","FMR1NB"
"ENSG00000176994","SMCR8"
"ENSG00000177000","MTHFR"
"ENSG00000177023","DEFB104B"
"ENSG00000177025","C19orf18"
"ENSG00000177030","DEAF1"
"ENSG00000177034","MTX3"
"ENSG00000177042","TMEM80"
"ENSG00000177045","SIX5"
"ENSG00000177047","IFNW1"
"ENSG00000177051","FBXO46"
"ENSG00000177054","ZDHHC13"
"ENSG00000177058","SLC38A9"
"ENSG00000177076","ACER2"
"ENSG00000177082","WDR73"
"ENSG00000177084","POLE"
"ENSG00000177096","PHETA2"
"ENSG00000177098","SCN4B"
"ENSG00000177103","DSCAML1"
"ENSG00000177105","RHOG"
"ENSG00000177106","EPS8L2"
"ENSG00000177108","ZDHHC22"
"ENSG00000177112","IRAG1-AS1"
"ENSG00000177119","ANO6"
"ENSG00000177125","ZBTB34"
"ENSG00000177133","PRDM16-DT"
"ENSG00000177138","FAM9B"
"ENSG00000177143","CETN1"
"ENSG00000177144","NUDT4B"
"ENSG00000177150","FAM210A"
"ENSG00000177151","OR2T35"
"ENSG00000177156","TALDO1"
"ENSG00000177169","ULK1"
"ENSG00000177174","OR14C36"
"ENSG00000177181","RIMKLA"
"ENSG00000177182","CLVS1"
"ENSG00000177186","OR2M7"
"ENSG00000177189","RPS6KA3"
"ENSG00000177191","B3GNT8"
"ENSG00000177192","PUS1"
"ENSG00000177200","CHD9"
"ENSG00000177201","OR2T12"
"ENSG00000177202","SPACA4"
"ENSG00000177212","OR2T33"
"ENSG00000177225","GATD1"
"ENSG00000177233","OR2M1P"
"ENSG00000177234","LINC01561"
